Id,SalePrice
1619,121239.478466
1620,196403.294581
1621,142388.421795
1622,138575.173158
1623,259310.437325
1624,199237.095046
1625,120553.166699
1626,178165.764092
1627,185530.910168
1628,292166.225795
1629,178409.879925
1630,322181.829675
1631,233281.364652
1632,253182.775412
1633,166631.567624
1634,187634.511355
1635,171376.943274
1636,166415.871907
1637,178499.815508
1638,213971.771535
1639,192446.206552
1640,250833.849903
1641,187512.513028
1642,222557.380354
1643,248815.31043
1644,242951.579181
1645,174013.597299
1646,153118.112795
1647,176217.703152
1648,144682.38957
1649,125512.210712
1650,108432.747682
1651,108693.776179
1652,120061.37299
1653,119773.045419
1654,169055.161375
1655,164022.287911
1656,166501.649258
1657,169870.066165
1658,166902.464846
1659,135350.421757
1660,133270.323563
1661,381381.960959
1662,369786.091424
1663,345373.645899
1664,449953.710815
1665,315156.50905
1666,286918.955921
1667,328544.045858
1668,315809.139142
1669,289893.330427
1670,322024.014468
1671,238956.819044
1672,383645.599641
1673,296341.776841
1674,270529.194484
1675,185739.290871
1676,181408.299641
1677,206082.187133
1678,429214.812054
1679,325099.370638
1680,307833.199381
1681,263298.336383
1682,278710.859076
1683,208544.317308
1684,191899.896307
1685,176067.37542
1686,192412.863299
1687,168615.453446
1688,207004.69751
1689,204122.048202
1690,195092.488228
1691,182934.92539
1692,268670.227142
1693,168615.453446
1694,176980.859286
1695,169597.204135
1696,269825.681288
1697,169597.204135
1698,330571.038252
1699,305094.759209
1700,232493.48342
1701,268863.169621
1702,281160.896131
1703,276160.845214
1704,281084.894298
1705,234584.446234
1706,388299.557174
1707,213868.535297
1708,210794.09601
1709,291294.343882
1710,234420.800745
1711,259643.08787
1712,274213.501426
1713,249852.712427
1714,221555.142544
1715,205624.428233
1716,196914.268355
1717,188840.194263
1718,148275.640735
1719,215692.557722
1720,259800.479066
1721,185234.198832
1722,131053.866921
1723,148383.002282
1724,231406.150312
1725,230259.842014
1726,185052.936159
1727,177079.105377
1728,192693.636162
1729,161099.324101
1730,158264.146564
1731,126859.395201
1732,117277.969902
1733,109027.108297
1734,119441.607147
1735,113191.09662
1736,112919.26789
1737,291619.826749
1738,211204.703299
1739,314655.134256
1740,216255.587387
1741,179299.984443
1742,175511.038085
1743,187368.496392
1744,242433.709667
1745,229473.609133
1746,228275.031944
1747,209335.159809
1748,214895.75308
1749,151726.333073
1750,151018.544163
1751,231731.006671
1752,110611.371574
1753,170565.305595
1754,224037.166438
1755,166424.567358
1756,108062.784698
1757,108504.079098
1758,142626.997989
1759,159661.024694
1760,151024.090815
1761,150642.50219
1762,170031.529145
1763,178716.59282
1764,114530.172487
1765,197113.177953
1766,174061.971438
1767,184301.234714
1768,128075.812713
1769,185390.83881
1770,127558.773194
1771,131511.180719
1772,142738.267188
1773,118869.867963
1774,181874.068749
1775,134223.809143
1776,121930.766988
1777,99614.6066715
1778,118716.914922
1779,104180.210263
1780,173132.234279
1781,129497.19706
1782,84073.4165303
1783,128174.148947
1784,82059.938335
1785,113886.62885
1786,156388.378842
1787,156586.281589
1788,54001.5690243
1789,102284.739154
1790,66193.5671302
1791,239252.28812
1792,160682.227476
1793,147093.176366
1794,136369.223595
1795,138477.352605
1796,103797.494107
1797,140606.220911
1798,121146.562064
1799,96521.9704438
1800,115491.605814
1801,118136.485602
1802,160458.722759
1803,178516.876681
1804,128638.970015
1805,135828.995453
1806,140342.849498
1807,164543.212612
1808,101888.722394
1809,102194.794402
1810,139661.999992
1811,104102.869859
1812,111517.975731
1813,126262.842911
1814,95948.2135216
1815,55174.4309443
1816,90919.5597323
1817,113654.506471
1818,150085.854962
1819,123053.242856
1820,75115.9640862
1821,141440.043119
1822,154941.379342
1823,56638.1547206
1824,141500.363297
1825,112034.25437
1826,102538.80082
1827,108276.384789
1828,134592.012936
1829,152503.832516
1830,161538.204504
1831,161414.457317
1832,139367.272366
1833,151479.280059
1834,123108.770373
1835,152468.417634
1836,156861.214872
1837,84804.9832474
1838,129500.311387
1839,81089.7727221
1840,126602.940241
1841,132556.120615
1842,105462.895318
1843,124585.525959
1844,132243.573664
1845,137351.350063
1846,152727.079301
1847,157970.206386
1848,53950.997112
1849,107884.065358
1850,122791.538519
1851,151157.566114
1852,123300.395773
1853,127082.126177
1854,173722.203964
1855,153306.955509
1856,222320.337035
1857,118080.685057
1858,153655.9919
1859,130119.052434
1860,151666.933594
1861,129283.487041
1862,303896.613333
1863,303896.613333
1864,303896.613333
1865,311920.728854
1866,313398.048246
1867,257671.498121
1868,273735.01252
1869,199773.264178
1870,234269.660671
1871,258966.065324
1872,170899.551629
1873,225620.685201
1874,128150.381413
1875,211151.126015
1876,193658.704228
1877,211212.194492
1878,215217.340104
1879,116958.745875
1880,126699.967412
1881,242063.436123
1882,268735.015054
1883,210193.954674
1884,221426.313738
1885,237441.938073
1886,269433.715444
1887,206616.522269
1888,270340.23497
1889,166414.730895
1890,114623.383771
1891,147587.812156
1892,98994.7215576
1893,134988.589623
1894,147768.471421
1895,146707.97061
1896,121065.392818
1897,121696.40253
1898,125076.65738
1899,135059.791717
1900,132633.732215
1901,144790.049405
1902,137467.723165
1903,216013.794241
1904,124867.533257
1905,181332.444586
1906,138345.737871
1907,193760.382583
1908,135385.198553
1909,148309.351275
1910,148309.351275
1911,183233.146373
1912,253410.78365
1913,146769.344584
1914,70509.838018
1915,254972.865995
1916,58175.0965582
1917,280706.282679
1918,130041.215063
1919,163540.84828
1920,178848.545624
1921,351045.728665
1922,304618.922255
1923,197342.586824
1924,210504.758247
1925,228732.865156
1926,340197.284648
1927,121702.39424
1928,153156.773333
1929,106538.795032
1930,127046.263533
1931,126730.775621
1932,143379.321412
1933,156373.466473
1934,184730.95438
1935,168404.046465
1936,185175.652692
1937,185600.342852
1938,165661.070933
1939,257785.42014
1940,212183.957962
1941,186852.910986
1942,184309.003582
1943,216278.758341
1944,306931.721335
1945,327959.632093
1946,178010.349909
1947,289627.673952
1948,171974.588669
1949,224472.861433
1950,186092.109147
1951,247454.221588
1952,227257.670647
1953,161642.308044
1954,210692.504559
1955,139774.291334
1956,311589.08387
1957,179777.954971
1958,299981.245816
1959,165306.213389
1960,105545.718345
1961,120131.962713
1962,120061.37299
1963,119773.045419
1964,125440.461659
1965,165702.903424
1966,164763.613991
1967,268936.410751
1968,350462.317001
1969,337279.006268
1970,388881.592187
1971,454712.885622
1972,345487.339173
1973,280731.525619
1974,301797.217781
1975,435984.661239
1976,266390.236167
1977,330119.618088
1978,343454.20589
1979,328990.187585
1980,206106.202686
1981,321353.555039
1982,225810.97015
1983,225810.97015
1984,202162.780727
1985,228109.908277
1986,236371.587102
1987,193248.089479
1988,178565.509076
1989,209921.84673
1990,224667.82156
1991,206082.187133
1992,223439.651789
1993,187180.433837
1994,246346.905589
1995,204291.626027
1996,269662.955979
1997,334529.540633
1998,303209.10478
1999,236045.580914
2000,308516.403954
2001,256464.517927
2002,242374.714754
2003,276312.955266
2004,267817.631419
2005,237608.559751
2006,229160.45769
2007,276872.696236
2008,193148.768292
2009,189023.163025
2010,207090.667487
2011,149947.32999
2012,187732.576252
2013,178218.426203
2014,185483.161961
2015,202215.811867
2016,186888.444124
2017,205680.973016
2018,118509.706815
2019,109027.108297
2020,112882.069759
2021,109552.658665
2022,177865.282701
2023,160970.147026
2024,228680.182973
2025,352491.287529
2026,194070.66956
2027,154480.242796
2028,187358.105918
2029,176541.881903
2030,276839.61929
2031,247758.909304
2032,260018.757023
2033,268464.872571
2034,183767.152611
2035,213841.267326
2036,226893.992988
2037,228229.806894
2038,332749.560442
2039,213396.010616
2040,339043.979128
2041,229453.681782
2042,219152.373898
2043,175516.919165
2044,201235.365572
2045,208437.110307
2046,170132.732536
2047,147012.636049
2048,123119.196385
2049,176569.830115
2050,195487.182631
2051,96976.8651206
2052,136745.33395
2053,127094.582453
2054,82377.7815059
2055,156318.647284
2056,120882.434564
2057,119351.114375
2058,194013.775504
2059,130097.180699
2060,141677.357033
2061,181205.146057
2062,124923.19569
2063,104621.357027
2064,136886.822582
2065,122511.988703
2066,178309.280276
2067,122077.691992
2068,178958.410783
2069,80343.8152378
2070,111400.399286
2071,80574.4166655
2072,155778.982565
2073,130892.129169
2074,183071.693254
2075,137641.233021
2076,115450.072183
2077,136027.976553
2078,121320.603662
2079,146139.140842
2080,127167.970578
2081,140848.614254
2082,154913.473369
2083,148878.517929
2084,104256.488858
2085,127945.445922
2086,120053.978107
2087,135270.155589
2088,113702.474976
2089,89053.5421419
2090,132539.503914
2091,103880.215002
2092,130720.423955
2093,136739.919465
2094,122621.996093
2095,152191.777201
2096,89491.0672688
2097,90976.2878028
2098,156720.832427
2099,49425.8790429
2100,93523.1990658
2101,130095.158298
2102,144424.478084
2103,87625.7774395
2104,165996.274965
2105,107420.593454
2106,84749.280794
2107,203165.750117
2108,117375.395948
2109,108870.570324
2110,116920.395204
2111,165187.569224
2112,140966.861779
2113,116059.000959
2114,116004.905228
2115,156938.60261
2116,113555.130736
2117,141546.481646
2118,133121.642196
2119,121550.556513
2120,107598.593314
2121,234211.950418
2122,99920.8511841
2123,85343.0304604
2124,198417.523404
2125,155116.415702
2126,153041.948686
2127,160460.383839
2128,138873.110393
2129,112044.066207
2130,149629.998203
2131,184694.81018
2132,124287.160385
2133,132964.475163
2134,124831.583487
2135,88781.3823988
2136,82298.3972003
2137,118729.571935
2138,132546.6699
2139,153850.424094
2140,120241.89136
2141,131967.071281
2142,126082.491626
2143,144077.421477
2144,128282.653764
2145,116754.498574
2146,150790.00526
2147,159420.068742
2148,137620.370198
2149,131542.918131
2150,206763.480337
2151,133472.076807
2152,136325.032403
2153,150888.806414
2154,104826.607512
2155,136104.219591
2156,241969.113245
2157,222391.600608
2158,228053.173144
2159,215408.135877
2160,182487.154373
2161,272312.546384
2162,371067.411798
2163,318007.489797
2164,251119.916714
2165,180126.041656
2166,137848.424688
2167,206704.622447
2168,190976.226278
2169,202880.939425
2170,217810.318077
2171,140084.517626
2172,138491.498915
2173,154781.065551
2174,247122.663069
2175,313721.555267
2176,285726.917247
2177,252333.112745
2178,233392.269047
2179,142123.500477
2180,235322.081769
2181,212622.749602
2182,241653.330585
2183,206309.368887
2184,127120.912694
2185,119026.800953
2186,157788.132637
2187,155291.590323
2188,160534.060987
2189,182714.03245
2190,84495.2402089
2191,84495.2402089
2192,85238.0780718
2193,98494.9321774
2194,92849.0921296
2195,100839.076659
2196,100212.95944
2197,109351.457819
2198,156766.695658
2199,171357.865298
2200,127592.226568
2201,131974.522423
2202,167851.360534
2203,153499.953504
2204,146753.130204
2205,127349.850137
2206,135446.324158
2207,198732.085934
2208,204804.007717
2209,182870.963564
2210,135385.198553
2211,114483.818071
2212,123475.641468
2213,107184.062112
2214,140461.451069
2215,95674.6599742
2216,159941.181769
2217,59904.9612849
2218,79956.9655714
2219,82714.1284521
2220,84201.8350513
2221,254972.865995
2222,228868.614908
2223,266200.520293
2224,231163.886539
2225,141148.127777
2226,167592.503993
2227,203095.773574
2228,263134.914958
2229,241891.812895
2230,139787.623573
2231,220670.374393
2232,189417.531846
2233,169267.027328
2234,233736.876733
2235,207648.261341
2236,267341.355116
2237,305017.444484
2238,231551.651015
2239,130421.084536
2240,168140.358327
2241,140213.330158
2242,135672.678356
2243,131061.078279
2244,99665.4638478
2245,97642.9918871
2246,131619.60508
2247,115934.033058
2248,111046.942244
2249,113142.912814
2250,125534.089933
2251,124654.739203
2252,188060.241511
2253,150501.058393
2254,164056.652306
2255,191099.990765
2256,191688.91386
2257,214236.224515
2258,182959.709979
2259,184151.253196
2260,156899.536511
2261,199620.028673
2262,219186.897817
2263,308367.71745
2264,383198.481001
2265,166979.427723
2266,278809.380531
2267,312928.856028
2268,372900.085938
2269,170714.424518
2270,182292.135106
2271,214628.578883
2272,206671.680727
2273,161443.758189
2274,172125.248141
2275,167861.056694
2276,186318.287562
2277,192219.024044
2278,151307.891183
2279,115264.788242
2280,102057.473649
2281,182237.150552
2282,181913.384053
2283,127267.972183
2284,138939.159095
2285,153678.407939
2286,119660.613595
2287,321567.1743
2288,279612.666768
2289,320822.73162
2290,386642.315538
2291,313826.747163
2292,380364.345551
2293,396823.649359
2294,383561.894138
2295,411638.254601
2296,286816.745941
2297,280023.812204
2298,320797.028086
2299,357153.698919
2300,310778.895404
2301,261520.791112
2302,245111.112051
2303,261806.69903
2304,277356.322169
2305,184602.412904
2306,184602.412904
2307,186069.701206
2308,246738.599973
2309,274474.699389
2310,223975.846573
2311,208544.317308
2312,174681.782696
2313,179332.274028
2314,187078.230832
2315,176491.788126
2316,201679.414762
2317,183082.00069
2318,177918.725938
2319,192824.920029
2320,196659.221049
2321,261959.631655
2322,197713.231933
2323,173948.091536
2324,168615.453446
2325,220374.460097
2326,169298.821199
2327,222739.169524
2328,224873.260217
2329,190096.66057
2330,188150.231203
2331,331026.760026
2332,384331.946842
2333,320822.710582
2334,268698.893899
2335,264098.574371
2336,314490.993043
2337,207282.750203
2338,264806.526168
2339,244561.873116
2340,374617.009847
2341,217277.306513
2342,244611.471326
2343,218250.948707
2344,248670.616146
2345,277626.656461
2346,225946.619912
2347,203666.141341
2348,241606.882379
2349,160844.525192
2350,268199.951447
2351,249956.684084
2352,278714.028248
2353,252589.530281
2354,144435.19939
2355,163376.78938
2356,149628.720448
2357,216708.725146
2358,191466.126691
2359,142297.135729
2360,115664.409414
2361,133408.319274
2362,255869.614611
2363,135110.797721
2364,150278.418104
2365,228351.51969
2366,205520.016878
2367,246421.389285
2368,205229.431445
2369,246354.619326
2370,174079.248353
2371,178636.366289
2372,201894.874974
2373,260590.05229
2374,280814.923277
2375,238648.27397
2376,263124.911623
2377,308743.844056
2378,151163.187744
2379,210452.696986
2380,148862.014225
2381,168339.806462
2382,198568.431161
2383,219724.434993
2384,234673.087035
2385,148322.722403
2386,136378.085226
2387,125392.865423
2388,110414.439713
2389,128382.453714
2390,135136.556309
2391,125302.099461
2392,111031.986906
2393,172849.726175
2394,143755.030046
2395,191839.865811
2396,155758.270193
2397,189734.959113
2398,113108.414315
2399,68386.8418279
2400,62337.5502878
2401,103947.876456
2402,126437.241383
2403,179841.165555
2404,136880.973887
2405,161597.670819
2406,125261.568063
2407,118241.127875
2408,132807.31595
2409,128872.53668
2410,186939.383524
2411,112307.547328
2412,140962.186723
2413,132116.630746
2414,121695.007736
2415,163216.910054
2416,134159.646155
2417,132218.329346
2418,112257.990983
2419,132373.592679
2420,111950.105019
2421,134167.041658
2422,111110.867654
2423,99328.6379563
2424,153806.091664
2425,193128.795332
2426,119068.333169
2427,108940.522794
2428,170455.99792
2429,111469.135422
2430,129942.854577
2431,124668.812023
2432,121367.689277
2433,130007.886365
2434,135434.950771
2435,144148.547128
2436,94207.3736229
2437,109289.567577
2438,113916.774783
2439,112711.386164
2440,142634.418422
2441,109871.537955
2442,105749.689249
2443,121477.45534
2444,111816.632971
2445,90309.7566649
2446,129036.088272
2447,184124.875169
2448,143938.225402
2449,115215.489197
2450,151765.575103
2451,119418.557231
2452,182289.369757
2453,85944.1392147
2454,97169.2350574
2455,107251.548725
2456,134257.08458
2457,117405.260375
2458,126403.436573
2459,104849.777316
2460,152475.494009
2461,120156.575359
2462,128804.796067
2463,125843.856098
2464,170206.285696
2465,141894.805232
2466,127206.554195
2467,155272.207501
2468,99955.6308161
2469,111858.33784
2470,189103.837283
2471,190231.892355
2472,183194.824662
2473,123324.650061
2474,107019.121588
2475,213007.242285
2476,119378.323862
2477,118152.418248
2478,161086.053513
2479,117103.018227
2480,127285.590476
2481,123427.682502
2482,118160.007228
2483,112993.958378
2484,125442.126929
2485,114010.515291
2486,140332.98345
2487,162101.59558
2488,146405.414579
2489,155640.100863
2490,130092.883963
2491,91269.8320939
2492,181973.872245
2493,119895.935997
2494,155013.189366
2495,102089.929943
2496,206902.834335
2497,160483.31432
2498,108243.506155
2499,85355.8866396
2500,126275.170379
2501,138885.073903
2502,140190.905826
2503,109062.921383
2504,194890.814689
2505,215599.434579
2506,275752.879117
2507,322026.754646
2508,275752.879117
2509,238817.676916
2510,241240.543019
2511,197140.201648
2512,217058.48008
2513,214222.921693
2514,232969.171991
2515,140523.984549
2516,158895.741466
2517,128150.381413
2518,137006.84769
2519,222115.030216
2520,210192.874136
2521,207974.691883
2522,220891.432418
2523,122858.877293
2524,132027.920115
2525,131007.156042
2526,136326.668896
2527,116038.42951
2528,122228.171292
2529,120421.154292
2530,96433.152789
2531,230081.880943
2532,227058.433225
2533,211195.164156
2534,242369.000551
2535,297408.580898
2536,221748.850889
2537,226269.063791
2538,194421.165573
2539,189007.109136
2540,183857.070724
2541,194831.423271
2542,162257.464636
2543,116093.017629
2544,122560.166197
2545,132172.496957
2546,156028.83406
2547,148676.123295
2548,153809.781386
2549,154964.947912
2550,667635.989298
2551,147587.812156
2552,115636.987469
2553,84495.2402089
2554,116659.616629
2555,104692.581116
2556,90553.3158617
2557,104591.706362
2558,157955.947322
2559,133370.692785
2560,123109.232419
2561,127383.649741
2562,129098.634997
2563,135026.173795
2564,175553.410191
2565,112182.405563
2566,124658.130166
2567,130438.066677
2568,184796.00863
2569,179580.868382
2570,136143.635822
2571,168809.131834
2572,186314.822972
2573,216363.355816
2574,230363.789643
2575,139413.386146
2576,121594.296959
2577,144073.908327
2578,95897.9916974
2579,63565.0288488
2580,125130.119017
2581,119795.556039
2582,107525.239411
2583,252191.033466
2584,163009.556281
2585,183173.731227
2586,212464.063389
2587,208371.080265
2588,141205.31122
2589,147059.56966
2590,208851.040007
2591,182965.898534
2592,234771.628322
2593,247244.167761
2594,185774.948886
2595,218874.682463
2596,298895.219898
2597,192320.919571
2598,254666.631053
2599,357164.747744
2600,133839.801226
2601,150461.711709
2602,104582.442934
2603,99246.4628943
2604,96758.3316809
2605,105593.124298
2606,131926.848859
2607,171144.463557
2608,171616.50729
2609,148235.62525
2610,98805.6071319
2611,140409.977446
2612,144846.306607
2613,111046.942244
2614,116585.151292
2615,157175.365048
2616,131605.676378
2617,191276.646431
2618,176724.760571
2619,227010.734171
2620,176937.38461
2621,182261.511023
2622,189224.800543
2623,263538.787063
2624,284453.212078
2625,320071.03117
2626,164631.424277
2627,201689.11141
2628,366992.31393
2629,449214.583602
2630,341451.068605
2631,426296.888939
2632,366484.158582
2633,288645.513965
2634,338364.917792
2635,154479.148887
2636,208897.398102
2637,169338.870361
2638,246708.027211
2639,175282.876633
2640,152037.789012
2641,109253.402867
2642,190772.109066
2643,136899.237848
2644,145221.76731
2645,122509.391747
2646,117637.428326
2647,126962.338097
2648,149547.371287
2649,138528.688392
2650,152804.179314
2651,166101.796221
2652,374955.87857
2653,270658.751486
2654,256673.491911
2655,327059.156597
2656,323511.674786
2657,312197.93873
2658,279223.087002
2659,302427.3449
2660,317944.865569
2661,318952.275553
2662,316897.047612
2663,285775.265158
2664,273072.573245
2665,308154.273377
2666,284416.424373
2667,173628.489373
2668,194889.726429
2669,183522.729537
2670,299985.259326
2671,194889.726429
2672,202722.429325
2673,214002.70611
2674,217292.971767
2675,184882.110318
2676,204426.741637
2677,202022.14268
2678,264253.435302
2679,272162.36978
2680,293718.503544
2681,378764.057356
2682,324555.020509
2683,407618.920884
2684,309238.221277
2685,324635.838117
2686,258738.49524
2687,277212.065003
2688,241910.281658
2689,219240.658182
2690,380396.183643
2691,191752.201778
2692,147388.176365
2693,209098.621998
2694,146528.642667
2695,211527.039384
2696,201657.058869
2697,196756.692921
2698,185810.288631
2699,182330.408795
2700,168079.700992
2701,158437.354528
2702,127484.180369
2703,147971.258734
2704,136677.374012
2705,119080.966341
2706,113788.73539
2707,122802.920467
2708,121983.042779
2709,105481.069762
2710,115892.678358
2711,267048.927499
2712,327135.54538
2713,188133.2811
2714,172189.341538
2715,176131.298452
2716,158966.228718
2717,180082.103041
2718,245114.932459
2719,142775.537876
2720,185352.306116
2721,134259.222683
2722,165318.238373
2723,141895.420582
2724,112154.558428
2725,124214.928006
2726,130852.115319
2727,163573.749442
2728,170506.207244
2729,144158.38039
2730,135829.943722
2731,109092.282667
2732,116157.310357
2733,155839.070667
2734,153353.204328
2735,127967.193482
2736,139729.568723
2737,112520.414357
2738,168333.214482
2739,162887.269057
2740,142959.760298
2741,139054.585271
2742,162885.832094
2743,136634.465314
2744,139575.342107
2745,133305.255278
2746,117109.387679
2747,132880.135246
2748,111225.351656
2749,118028.348714
2750,121320.169317
2751,107919.04269
2752,217928.030295
2753,146678.052276
2754,216088.582236
2755,148711.475129
2756,73763.8229428
2757,79289.6325953
2758,70790.2544008
2759,143514.308091
2760,133513.793095
2761,142339.301129
2762,146403.069315
2763,187209.204984
2764,148676.401493
2765,238343.617986
2766,124670.508798
2767,83502.3003973
2768,141519.420792
2769,129591.769275
2770,161095.706875
2771,109289.567577
2772,112652.555683
2773,140689.636502
2774,149512.406641
2775,125002.922242
2776,137309.303057
2777,150151.376309
2778,121314.772346
2779,130973.455334
2780,122739.099749
2781,98581.7156613
2782,90108.9018417
2783,93653.7349941
2784,123197.486525
2785,138649.477881
2786,57687.1711357
2787,130952.715222
2788,78867.9110392
2789,195431.753596
2790,100830.093359
2791,124089.343317
2792,82718.8169074
2793,153534.508463
2794,92030.714948
2795,119495.21288
2796,96592.2223614
2797,225025.488273
2798,112437.239387
2799,103357.234239
2800,84671.6877914
2801,120989.80187
2802,131488.828059
2803,207545.482059
2804,127428.806431
2805,92928.7005664
2806,102803.948364
2807,165125.062021
2808,134935.478016
2809,126744.788239
2810,124785.423757
2811,157779.564718
2812,149137.087648
2813,196537.089188
2814,195448.29957
2815,100303.795815
2816,229429.334662
2817,128726.754795
2818,114896.511645
2819,165646.314276
2820,129621.624722
2821,116881.535856
2822,176929.965006
2823,251714.095807
2824,168206.028911
2825,122604.217135
2826,121389.580819
2827,159653.051437
2828,220942.156259
2829,213987.703734
2830,253565.57953
2831,191266.964798
2832,223947.27303
2833,267926.850973
2834,220318.609092
2835,227866.87708
2836,202280.414391
2837,172187.845222
2838,147618.53187
2839,173637.113784
2840,207819.714342
2841,210052.906754
2842,215764.128062
2843,148809.005859
2844,173734.064951
2845,111949.161999
2846,211631.300718
2847,190272.265667
2848,229380.56357
2849,221222.426786
2850,288983.220333
2851,232274.648495
2852,244548.606455
2853,224119.236736
2854,141782.191114
2855,207196.048494
2856,213320.946054
2857,203126.622875
2858,203268.992598
2859,111108.322167
2860,124322.245314
2861,133905.505743
2862,208862.111136
2863,127903.792581
2864,252437.149313
2865,147587.812156
2866,215168.052844
2867,94120.8044604
2868,137538.968666
2869,125656.808238
2870,132264.556982
2871,104027.061228
2872,52704.8169124
2873,98337.6546012
2874,135652.849827
2875,138776.459757
2876,147823.685489
2877,137127.18114
2878,158696.066991
2879,131219.015535
2880,123248.143324
2881,140477.577818
2882,141770.273722
2883,179344.403605
2884,180765.656749
2885,161405.206383
2886,169578.38066
2887,112119.994763
2888,142172.444692
2889,67379.7433773
2890,75533.4209555
2891,158536.009148
2892,62035.0007847
2893,115220.63102
2894,61990.9311726
2895,261893.469962
2896,252953.059803
2897,194473.564745
2898,196806.973078
2899,237768.879595
2900,159396.248599
2901,189920.300967
2902,186703.942366
2903,298637.187237
2904,323874.956577
2905,78709.7148199
2906,231823.491735
2907,112888.700674
2908,111448.515159
2909,187074.870357
2910,77429.0889504
2911,104582.442934
2912,141460.74868
2913,104080.735666
2914,96758.3316809
2915,96758.3316809
2916,104080.735666
2917,144404.710371
2918,115974.394415
2919,242807.99212
